vehicle_weight_category,fuel_category,fuel_subcategory,lcod_case,fuel_pathway,fuel_scenario,fuel_pathway_2,fuel_scenario_2,energy_source,grid_scenario,metric_type,metric,units,dollar_year,value,notes_display,reference,reference_url,notes_display_2,reference_2,reference_url_2,pathway,vehicle_class,greet_class,greet_pathway,simulation_year,greet_notes,notes,greet_pathway_2,greet_notes_2,notes_2
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock FP from Forest Residue,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-41051.05648,,Dutta et al. 2023,https://doi.org/10.1016/j.cej.2022.138485,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock Ex situ Fast Pyrolysis (Diesel) from Forest Residue and Clean Pine with Chemical Coproducts and Refinery Co-hydroprocessing ,2022.0,GREET: Ex Situ Catalytic Fast Pyrolysis [Pyrolysis_IDL],,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock HEFA (RD100) from Soybean,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-42157.12182,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock HEFA (RD100) from soybean,2022.0,GREET: Soy Oil-based Renewable Diesel II [BioOil],,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock HEFA (RD100) from Used Cooking Oil,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-58754.35042,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,Lowest CO2e Emissions,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock HEFA (RD100) from used cooking oil,2022.0,GREET: UCO-based Renewable Diesel II [BioOil],,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock HTL from Algae,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-32121.6464,,"ANL, GREET (Wang et al. 2019)",https://greet.anl.gov/files/renewable_hc_2019,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock HTL (Diesel) from Algae,2022.0,GREET: Renewable Diesel III by HTL with System-Level Description [Algae],2019 SOT case,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock biochemical conversion via BDO from Corn Stover,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,58368.29011,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock biochemical conversion (Diesel) via BDO from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock biochemical conversion via Butyric Acids from Corn Stover,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,34779.24529,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock biochemical conversion (Diesel) via Butyric Acids from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Medium/Heavy Duty,Diesel,Ultra-Low Sulfur Diesel,,Ultra-Low Sulfur Diesel,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,16102.09621,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Baseline (current fuel cost),Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Conventional Low Sulfur Diesel,2022.0,GREET: LS Diesel [Petroleum],,,,
Medium/Heavy Duty,Diesel,Ultra-Low Sulfur Diesel 2050,,Ultra-Low Sulfur Diesel 2050,,,,,High RE,Emissions,CO2e Emissions WTT,g/mmBtu,,15010.72729,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Conventional Low Sulfur Diesel,2050.0,GREET: LS Diesel [Petroleum],,,,
Medium/Heavy Duty,Diesel,Ultra-Low Sulfur Diesel 2050,,Ultra-Low Sulfur Diesel 2050 High Price,,,,,High RE,Emissions,CO2e Emissions WTT,g/mmBtu,,15010.72729,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Conventional Low Sulfur Diesel,2050.0,GREET: LS Diesel [Petroleum],,,,
Medium/Heavy Duty,Diesel,Ultra-Low Sulfur Diesel 2050,,Ultra-Low Sulfur Diesel 2050 Low Price,,,,,High RE,Emissions,CO2e Emissions WTT,g/mmBtu,,15010.72729,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Conventional Low Sulfur Diesel,2050.0,GREET: LS Diesel [Petroleum],,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"DCFC Charging Electricity, National Grid Mix",,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,127527.2297,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"DCFC Charging Electricity, National Grid Mix, Future Charging",,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,127527.2297,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity High Cost, National Grid Mix",,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,127527.2297,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity High Cost, National Grid Mix, Future Charging",,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,127527.2297,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, CA Grid Mix",,,,,Current CA,Emissions,CO2e Emissions WTT,g/mmBtu,,69854.39459,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current California grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current California grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, CA Grid Mix, Future Charging",,,,,Current CA,Emissions,CO2e Emissions WTT,g/mmBtu,,69854.39459,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current California grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current California grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future High RE Penetration Grid Mix",,,,,High RE,Emissions,CO2e Emissions WTT,g/mmBtu,,35202.88324,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Lowest CO2e Emissions,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future High Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future High Renewable Energy Penetration,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future High RE Penetration Grid Mix, Future Charging",,,,,High RE,Emissions,CO2e Emissions WTT,g/mmBtu,,35202.88324,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Lowest CO2e Emissions,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future High Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future High Renewable Energy Penetration,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future Low RE Penetration Grid Mix",,,,,Future Low RE,Emissions,CO2e Emissions WTT,g/mmBtu,,64408.00684,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future Low Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future Low Renewable Energy Penetration,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future Low RE Penetration Grid Mix, Future Charging",,,,,Future Low RE,Emissions,CO2e Emissions WTT,g/mmBtu,,64408.00684,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future Low Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future Low Renewable Energy Penetration,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future National Grid Mix",,,,,Future National,Emissions,CO2e Emissions WTT,g/mmBtu,,50013.54476,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future National grid mix",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future National Grid Mix, Future Charging",,,,,Future National,Emissions,CO2e Emissions WTT,g/mmBtu,,50013.54476,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Lowest Price,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future National grid mix",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, IN Grid Mix",,,,,Current IN,Emissions,CO2e Emissions WTT,g/mmBtu,,225934.3545,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current Indiana grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current Indiana grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, IN Grid Mix, Future Charging",,,,,Current IN,Emissions,CO2e Emissions WTT,g/mmBtu,,225934.3545,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current Indiana grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current Indiana grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, National Grid Mix",,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,127527.2297,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Baseline (current fuel cost),Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, National Grid Mix, Future Charging",,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,127527.2297,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Blendstock,Biodiesel Blendstock,,Biodiesel Blendstock (BD100) from Soybean,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,32228.07272,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biodiesel Blendstock (BD100) from soybean,2022.0,GREET: Soy Oil-based Biodiesel [BioOil],,,,
Medium/Heavy Duty,Blendstock,Biodiesel Blendstock,,Biofuel Blendstock FT (FTD100) from Forest Residue,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,5093.162484,,Xie et al. 2011,https://pubs.acs.org/doi/full/10.1021/es1017703,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock FT (FTD100) from Forest Residue,2022.0,GREET: Biomass to Fischer-Tropsch Diesel [MeOH_FTD],,,,
Medium/Heavy Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock FP from Forest Residue,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,35731.55789,,Dutta et al. 2023,https://doi.org/10.1016/j.cej.2022.138485,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock Ex situ Fast Pyrolysis (Diesel) from Forest Residue and Clean Pine with Chemical Coproducts and Refinery Co-hydroprocessing ,2022.0,GREET: Ex Situ Catalytic Fast Pyrolysis [Pyrolysis_IDL],,,,
Medium/Heavy Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock HEFA (RD100) from Used Cooking Oil,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,18028.26395,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock HEFA (RD100) from used cooking oil,2022.0,GREET: UCO-based Renewable Diesel II [BioOil],,,,
Medium/Heavy Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock HTL from Algae,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,45683.12243,,"ANL, GREET (Wang et al. 2019)",https://greet.anl.gov/files/renewable_hc_2019,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock HTL (Diesel) from Algae,2022.0,GREET: Renewable Diesel III by HTL with System-Level Description [Algae],2019 SOT case,,,
Medium/Heavy Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock biochemical conversion via BDO from Corn Stover,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,135150.9045,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock biochemical conversion (Diesel) via BDO from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Medium/Heavy Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock biochemical conversion via Butyric Acids from Corn Stover,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,111561.8597,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock biochemical conversion (Diesel) via Butyric Acids from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Medium/Heavy Duty,Diesel,Biodiesel Blend,,Biodiesel Blendstock (BD20) from soybean,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,83500.70834,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biodiesel Blendstock (BD20) from soybean,2022.0,GREET: Soy Oil-based Biodiesel [BioOil],,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock FP from Forest Residue,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,35731.55789,,Dutta et al. 2023,https://doi.org/10.1016/j.cej.2022.138485,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock Ex situ Fast Pyrolysis (Diesel) from Forest Residue and Clean Pine with Chemical Coproducts and Refinery Co-hydroprocessing ,2022.0,GREET: Ex Situ Catalytic Fast Pyrolysis [Pyrolysis_IDL],,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock HEFA (RD100) from Soybean,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,34625.49255,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock HEFA (RD100) from soybean,2022.0,GREET: Soy Oil-based Renewable Diesel II [BioOil],,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock HEFA (RD100) from Used Cooking Oil,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,18028.26395,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,Lowest CO2e Emissions,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock HEFA (RD100) from used cooking oil,2022.0,GREET: UCO-based Renewable Diesel II [BioOil],,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock HTL from Algae,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,45683.12243,,"ANL, GREET (Wang et al. 2019)",https://greet.anl.gov/files/renewable_hc_2019,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock HTL (Diesel) from Algae,2022.0,GREET: Renewable Diesel III by HTL with System-Level Description [Algae],2019 SOT case,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock biochemical conversion via BDO from Corn Stover,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,135150.9045,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock biochemical conversion (Diesel) via BDO from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock biochemical conversion via Butyric Acids from Corn Stover,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,111561.8597,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Biofuel Blendstock biochemical conversion (Diesel) via Butyric Acids from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Medium/Heavy Duty,Diesel,Ultra-Low Sulfur Diesel,,Ultra-Low Sulfur Diesel,,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,95342.43302,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Baseline (current fuel cost),Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Conventional Low Sulfur Diesel,2022.0,GREET: LS Diesel [Petroleum],,,,
Medium/Heavy Duty,Diesel,Ultra-Low Sulfur Diesel 2050,,Ultra-Low Sulfur Diesel 2050,,,,,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,94269.92348,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Conventional Low Sulfur Diesel,2050.0,GREET: LS Diesel [Petroleum],,,,
Medium/Heavy Duty,Diesel,Ultra-Low Sulfur Diesel 2050,,Ultra-Low Sulfur Diesel 2050 High Price,,,,,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,94269.92348,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Conventional Low Sulfur Diesel,2050.0,GREET: LS Diesel [Petroleum],,,,
Medium/Heavy Duty,Diesel,Ultra-Low Sulfur Diesel 2050,,Ultra-Low Sulfur Diesel 2050 Low Price,,,,,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,94269.92348,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,Conventional Low Sulfur Diesel,2050.0,GREET: LS Diesel [Petroleum],,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"DCFC Charging Electricity, National Grid Mix",,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,127527.2297,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"DCFC Charging Electricity, National Grid Mix, Future Charging",,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,127527.2297,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity High Cost, National Grid Mix",,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,127527.2297,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity High Cost, National Grid Mix, Future Charging",,,,,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,127527.2297,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, CA Grid Mix",,,,,Current CA,Emissions,CO2e Emissions WTW,g/mmBtu,,69854.39459,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current California grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current California grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, CA Grid Mix, Future Charging",,,,,Current CA,Emissions,CO2e Emissions WTW,g/mmBtu,,69854.39459,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current California grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current California grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future High RE Penetration Grid Mix",,,,,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,35202.88324,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Lowest CO2e Emissions,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future High Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future High Renewable Energy Penetration,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future High RE Penetration Grid Mix, Future Charging",,,,,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,35202.88324,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Lowest CO2e Emissions,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future High Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future High Renewable Energy Penetration,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future Low RE Penetration Grid Mix",,,,,Future Low RE,Emissions,CO2e Emissions WTW,g/mmBtu,,64408.00684,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future Low Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future Low Renewable Energy Penetration,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future Low RE Penetration Grid Mix, Future Charging",,,,,Future Low RE,Emissions,CO2e Emissions WTW,g/mmBtu,,64408.00684,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future Low Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future Low Renewable Energy Penetration,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future National Grid Mix",,,,,Future National,Emissions,CO2e Emissions WTW,g/mmBtu,,50013.54476,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future National grid mix",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future National Grid Mix, Future Charging",,,,,Future National,Emissions,CO2e Emissions WTW,g/mmBtu,,50013.54476,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Lowest Price,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future National grid mix",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, IN Grid Mix",,,,,Current IN,Emissions,CO2e Emissions WTW,g/mmBtu,,225934.3545,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current Indiana grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current Indiana grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, IN Grid Mix, Future Charging",,,,,Current IN,Emissions,CO2e Emissions WTW,g/mmBtu,,225934.3545,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 6 Medium StepVan,Medium Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current Indiana grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current Indiana grid mix,,,
